,lat,lon,prcp,srad,tmax,tmin,vp
0,29.672427,-95.3197,6.244562043795621,323.7760583941606,25.944890510948905,15.49434306569343,1967.6163138686131
1,29.672427,-95.322203,6.244562043795621,323.7760583941606,25.944890510948905,15.49434306569343,1967.6163138686131
2,29.672427,-95.324705,6.244562043795621,323.7760583941606,25.944890510948905,15.49434306569343,1967.6163138686131
3,29.672427,-95.327208,6.217627737226278,323.0169708029197,25.94967153284672,15.481313868613135,1965.9481021897811
4,29.672427,-95.32971,6.217627737226278,323.0169708029197,25.94967153284672,15.481313868613135,1965.9481021897811
5,29.672427,-95.332213,6.217627737226278,323.0169708029197,25.94967153284672,15.481313868613135,1965.9481021897811
6,29.672427,-95.334715,6.217627737226278,323.0169708029197,25.94967153284672,15.481313868613135,1965.9481021897811
7,29.672427,-95.337218,6.173321167883212,323.2381751824817,25.968832116788317,15.477992700729928,1965.4523722627735
8,29.672427,-95.339721,6.173321167883212,323.2381751824817,25.968832116788317,15.477992700729928,1965.4523722627735
9,29.672427,-95.342223,6.173321167883212,323.2381751824817,25.968832116788317,15.477992700729928,1965.4523722627735
10,29.672427,-95.344726,6.173321167883212,323.2381751824817,25.968832116788317,15.477992700729928,1965.4523722627735
11,29.672427,-95.347228,6.146897810218978,323.2105474452555,25.987737226277375,15.474014598540142,1964.9225547445255
12,29.672427,-95.349731,6.146897810218978,323.2105474452555,25.987737226277375,15.474014598540142,1964.9225547445255
13,29.672427,-95.352234,6.146897810218978,323.2105474452555,25.987737226277375,15.474014598540142,1964.9225547445255
14,29.672427,-95.354736,6.146897810218978,323.2105474452555,25.987737226277375,15.474014598540142,1964.9225547445255
15,29.672427,-95.357239,6.0822262773722615,323.1188686131387,25.99806569343066,15.464744525547445,1963.7325912408758
16,29.672427,-95.359741,6.0822262773722615,323.1188686131387,25.99806569343066,15.464744525547445,1963.7325912408758
17,29.672427,-95.362244,6.0822262773722615,323.1188686131387,25.99806569343066,15.464744525547445,1963.7325912408758
18,29.672427,-95.364746,6.0822262773722615,323.1188686131387,25.99806569343066,15.464744525547445,1963.7325912408758
19,29.672427,-95.367249,6.028029197080293,324.23014598540146,26.008394160583943,15.45558394160584,1962.4895620437956
20,29.675182,-95.3197,6.254379562043796,323.1943795620438,25.938467153284673,15.470985401459854,1964.8334671532846
21,29.675182,-95.322203,6.254379562043796,323.1943795620438,25.938467153284673,15.470985401459854,1964.8334671532846
22,29.675182,-95.324705,6.254379562043796,323.1943795620438,25.938467153284673,15.470985401459854,1964.8334671532846
